COMPACTNESS,CIRCULARITY,DISTANCE.CIRCULARITY,RADIUS.RATIO,PR.AXIS.ASPECT.RATIO,MAX.LENGTH.ASPECT.RATIO,SCATTER.RATIO,ELONGATEDNESS,PR.AXIS.RECTANGULARITY,MAX.LENGTH.RECTANGULARITY,SCALED.VARIANCE_MAJOR,SCALED.VARIANCE_MINOR,SCALED.RADIUS.OF.GYRATION,SKEWNESS.ABOUT_MAJOR,SKEWNESS.ABOUT_MINOR,KURTOSIS.ABOUT_MAJOR,KURTOSIS.ABOUT_MINOR,HOLLOWS.RATIO,Class
(98.5; Inf],(49.5;54.5],(92.5; Inf],(188.5;234.5],(52.5;68.5],(8.5;16],(163.5;230.5],(29.5;41.5],(20.5;25.5],(160.5;171.5],(180.5;242],(389.5;581],(189.5;241],(64.5;74.5],[-Inf;11.5],[-Inf;19.5],(185.5;191.5],(189.5; Inf],opel
(87.5;98.5],[-Inf;40.5],(76.5;92.5],(166.5;188.5],(52.5;68.5],(7.5;8.5],(163.5;230.5],(29.5;41.5],(20.5;25.5],[-Inf;135.5],(180.5;242],(389.5;581],[-Inf;170.5],(64.5;74.5],[-Inf;11.5],[-Inf;19.5],(185.5;191.5],(189.5; Inf],saab
[-Inf;87.5],[-Inf;40.5],[-Inf;63.5],[-Inf;166.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],[-Inf;135.5],[-Inf;165.5],(298.5;350.5],(170.5;189.5],(74.5; Inf],[-Inf;11.5],[-Inf;19.5],(177.5;181.5],(182.5;189.5],saab
(98.5; Inf],(49.5;54.5],(92.5; Inf],(188.5;234.5],(52.5;68.5],[-Inf;7.5],(163.5;230.5],(29.5;41.5],(20.5;25.5],(160.5;171.5],(180.5;242],(581;721.5],(189.5;241],(74.5; Inf],[-Inf;11.5],[-Inf;19.5],(191.5; Inf],(189.5; Inf],bus
(87.5;98.5],(40.5;49.5],(63.5;76.5],[-Inf;166.5],[-Inf;52.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(135.5;148.5],(165.5;180.5],(298.5;350.5],(170.5;189.5],(74.5; Inf],[-Inf;11.5],[-Inf;19.5],(177.5;181.5],[-Inf;182.5],bus
[-Inf;87.5],(40.5;49.5],(63.5;76.5],[-Inf;166.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(135.5;148.5],(165.5;180.5],(298.5;350.5],(170.5;189.5],(64.5;74.5],[-Inf;11.5],[-Inf;19.5],(185.5;191.5],(189.5; Inf],bus
(98.5; Inf],(49.5;54.5],(76.5;92.5],(188.5;234.5],(52.5;68.5],[-Inf;7.5],(163.5;230.5],(29.5;41.5],(20.5;25.5],(148.5;160.5],(180.5;242],(581;721.5],(189.5;241],(74.5; Inf],[-Inf;11.5],[-Inf;19.5],(185.5;191.5],(182.5;189.5],bus
(87.5;98.5],[-Inf;40.5],(63.5;76.5],[-Inf;166.5],(52.5;68.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],[-Inf;135.5],[-Inf;165.5],[-Inf;298.5],[-Inf;170.5],(64.5;74.5],[-Inf;11.5],[-Inf;19.5],(191.5; Inf],(189.5; Inf],van
[-Inf;87.5],[-Inf;40.5],(76.5;92.5],[-Inf;166.5],(52.5;68.5],[-Inf;7.5],(140.5;154.5],(46.5; Inf],(18.5;19.5],[-Inf;135.5],(165.5;180.5],(298.5;350.5],[-Inf;170.5],(74.5; Inf],[-Inf;11.5],(19.5; Inf],(177.5;181.5],(189.5; Inf],opel
(87.5;98.5],[-Inf;40.5],(63.5;76.5],(166.5;188.5],(68.5;86.5],[-Inf;7.5],(140.5;154.5],(41.5;46.5],(18.5;19.5],(135.5;148.5],(165.5;180.5],(298.5;350.5],[-Inf;170.5],(64.5;74.5],[-Inf;11.5],[-Inf;19.5],(191.5; Inf],(189.5; Inf],bus
(98.5; Inf],(54.5; Inf],(92.5; Inf],(166.5;188.5],[-Inf;52.5],[-Inf;7.5],(230.5; Inf],[-Inf;29.5],(25.5; Inf],(160.5;171.5],(242; Inf],(761.5; Inf],(241; Inf],(74.5; Inf],[-Inf;11.5],[-Inf;19.5],(177.5;181.5],[-Inf;182.5],bus
(87.5;98.5],(40.5;49.5],(76.5;92.5],[-Inf;166.5],(52.5;68.5],(8.5;16],(140.5;154.5],(41.5;46.5],(18.5;19.5],(135.5;148.5],(165.5;180.5],(298.5;350.5],[-Inf;170.5],(64.5;74.5],[-Inf;11.5],[-Inf;19.5],(185.5;191.5],(189.5; Inf],van
[-Inf;87.5],[-Inf;40.5],[-Inf;63.5],[-Inf;166.5],(52.5;68.5],[-Inf;7.5],[-Inf;140.5],(46.5; Inf],[-Inf;18.5],[-Inf;135.5],[-Inf;165.5],[-Inf;298.5],[-Inf;170.5],(64.5;74.5],[-Inf;11.5],[-Inf;19.5],(185.5;191.5],(189.5; Inf],van
(87.5;98.5],(40.5;49.5],(76.5;92.5],(188.5;234.5],(68.5;86.5],[-Inf;7.5],(163.5;230.5],(29.5;41.5],(19.5;20.5],(135.5;148.5],(180.5;242],(389.5;581],[-Inf;170.5],(64.5;74.5],[-Inf;11.5],[-Inf;19.5],(191.5; Inf],(189.5; Inf],bus
